location_id,period_of_time,total_pedestrian_count,hours_covered,days_covered,sensor_description,sensor_name,latitude,longitude,suburb,postcode
69,2. Morning (6am-12pm),519462,2189,365,Flinders Ln -Degraves St (Crossing),FLDegC_T,-37.81687226,144.96559144,Melbourne,3000
69,3. Afternoon (12pm-6pm),916906,2190,365,Flinders Ln -Degraves St (Crossing),FLDegC_T,-37.81687226,144.96559144,Melbourne,3000
69,4. Night (6pm-12am),164473,2152,365,Flinders Ln -Degraves St (Crossing),FLDegC_T,-37.81687226,144.96559144,Melbourne,3000
70,1. Late Night (12am-6am),10027,1941,365,Errol Street (East),Errol20_T,-37.80456984,144.94946228,North Melbourne,3051
70,2. Morning (6am-12pm),289129,2183,365,Errol Street (East),Errol20_T,-37.80456984,144.94946228,North Melbourne,3051
70,3. Afternoon (12pm-6pm),624249,2167,362,Errol Street (East),Errol20_T,-37.80456984,144.94946228,North Melbourne,3051
70,4. Night (6pm-12am),457932,2167,362,Errol Street (East),Errol20_T,-37.80456984,144.94946228,North Melbourne,3051
71,1. Late Night (12am-6am),17565,1970,365,Westwood Place,WestWP_T,-37.81235775,144.97136962,Melbourne,3000
71,2. Morning (6am-12pm),74875,2181,365,Westwood Place,WestWP_T,-37.81235775,144.97136962,Melbourne,3000
71,3. Afternoon (12pm-6pm),71869,2189,365,Westwood Place,WestWP_T,-37.81235775,144.97136962,Melbourne,3000
71,4. Night (6pm-12am),39302,2159,365,Westwood Place,WestWP_T,-37.81235775,144.97136962,Melbourne,3000
72,1. Late Night (12am-6am),60429,2174,365,Flinders St- ACMI,ACMI_T,-37.81726338,144.96872809,Melbourne,3000
72,2. Morning (6am-12pm),724521,2187,365,Flinders St- ACMI,ACMI_T,-37.81726338,144.96872809,Melbourne,3000
72,3. Afternoon (12pm-6pm),1431493,2184,364,Flinders St- ACMI,ACMI_T,-37.81726338,144.96872809,Melbourne,3000
72,4. Night (6pm-12am),821690,2184,364,Flinders St- ACMI,ACMI_T,-37.81726338,144.96872809,Melbourne,3000
75,1. Late Night (12am-6am),8850,1343,339,Spring St- Flinders st (West),SprFli_T,-37.81515276,144.97467661,Melbourne,3000
75,2. Morning (6am-12pm),158886,2158,363,Spring St- Flinders st (West),SprFli_T,-37.81515276,144.97467661,Melbourne,3000
75,3. Afternoon (12pm-6pm),252265,2174,363,Spring St- Flinders st (West),SprFli_T,-37.81515276,144.97467661,Melbourne,3000
75,4. Night (6pm-12am),105578,1878,358,Spring St- Flinders st (West),SprFli_T,-37.81515276,144.97467661,Melbourne,3000
76,1. Late Night (12am-6am),3465,1297,365,Macaulay Rd- Bellair St,KenMac_T,-37.79453803,144.93036194,Kensington,3031
76,2. Morning (6am-12pm),187029,2184,365,Macaulay Rd- Bellair St,KenMac_T,-37.79453803,144.93036194,Kensington,3031
76,3. Afternoon (12pm-6pm),245210,2190,365,Macaulay Rd- Bellair St,KenMac_T,-37.79453803,144.93036194,Kensington,3031
76,4. Night (6pm-12am),84961,2158,365,Macaulay Rd- Bellair St,KenMac_T,-37.79453803,144.93036194,Kensington,3031
77,1. Late Night (12am-6am),26108,1735,330,Harbour Esplanade (West) - Pedestrian path,HarEsP_T,-37.81441438,144.94433026,Docklands,3008
77,2. Morning (6am-12pm),356920,1990,336,Harbour Esplanade (West) - Pedestrian path,HarEsP_T,-37.81441438,144.94433026,Docklands,3008
77,3. Afternoon (12pm-6pm),615941,2011,336,Harbour Esplanade (West) - Pedestrian path,HarEsP_T,-37.81441438,144.94433026,Docklands,3008
77,4. Night (6pm-12am),445944,1924,336,Harbour Esplanade (West) - Pedestrian path,HarEsP_T,-37.81441438,144.94433026,Docklands,3008
78,1. Late Night (12am-6am),10509,1762,359,Harbour Esplanade (West) - Bike Path,HarEsB_T,-37.81471642,144.9446508,Docklands,3008
78,2. Morning (6am-12pm),155398,2172,364,Harbour Esplanade (West) - Bike Path,HarEsB_T,-37.81471642,144.9446508,Docklands,3008
78,3. Afternoon (12pm-6pm),257335,2184,364,Harbour Esplanade (West) - Bike Path,HarEsB_T,-37.81471642,144.9446508,Docklands,3008
78,4. Night (6pm-12am),102144,2161,364,Harbour Esplanade (West) - Bike Path,HarEsB_T,-37.81471642,144.9446508,Docklands,3008
79,1. Late Night (12am-6am),174752,2157,362,Flinders St (South),FliSS_T,-37.81794046,144.96616678,Melbourne,3000
79,2. Morning (6am-12pm),1155639,2178,363,Flinders St (South),FliSS_T,-37.81794046,144.96616678,Melbourne,3000
79,3. Afternoon (12pm-6pm),2126917,2175,364,Flinders St (South),FliSS_T,-37.81794046,144.96616678,Melbourne,3000
79,4. Night (6pm-12am),1341480,2152,361,Flinders St (South),FliSS_T,-37.81794046,144.96616678,Melbourne,3000
84,1. Late Night (12am-6am),253315,2182,365,Elizabeth St - Flinders St (East) - New footpath,ElFi_T,-37.81798049,144.96503383,Melbourne,3000
84,2. Morning (6am-12pm),2412477,2184,364,Elizabeth St - Flinders St (East) - New footpath,ElFi_T,-37.81798049,144.96503383,Melbourne,3000
84,3. Afternoon (12pm-6pm),5135077,2183,364,Elizabeth St - Flinders St (East) - New footpath,ElFi_T,-37.81798049,144.96503383,Melbourne,3000
84,4. Night (6pm-12am),3080865,2184,364,Elizabeth St - Flinders St (East) - New footpath,ElFi_T,-37.81798049,144.96503383,Melbourne,3000
85,1. Late Night (12am-6am),5890,1463,365,Macaulay Rd (North),488Mac_T,-37.79432415,144.92973378,Kensington,3031
85,2. Morning (6am-12pm),260065,2187,365,Macaulay Rd (North),488Mac_T,-37.79432415,144.92973378,Kensington,3031
85,3. Afternoon (12pm-6pm),357550,2190,365,Macaulay Rd (North),488Mac_T,-37.79432415,144.92973378,Kensington,3031
85,4. Night (6pm-12am),129127,2184,365,Macaulay Rd (North),488Mac_T,-37.79432415,144.92973378,Kensington,3031
86,1. Late Night (12am-6am),4626,1577,362,Queensberry St - Errol St (South),574Qub_T,-37.80309992,144.94908064,North Melbourne,3051
86,2. Morning (6am-12pm),134119,2182,364,Queensberry St - Errol St (South),574Qub_T,-37.80309992,144.94908064,North Melbourne,3051
86,3. Afternoon (12pm-6pm),238989,2184,364,Queensberry St - Errol St (South),574Qub_T,-37.80309992,144.94908064,North Melbourne,3051
86,4. Night (6pm-12am),120770,2162,363,Queensberry St - Errol St (South),574Qub_T,-37.80309992,144.94908064,North Melbourne,3051
87,1. Late Night (12am-6am),11783,1944,364,Errol St (West),Errol23_T,-37.80454949,144.94921863,North Melbourne,3051
87,2. Morning (6am-12pm),260813,2186,365,Errol St (West),Errol23_T,-37.80454949,144.94921863,North Melbourne,3051
87,3. Afternoon (12pm-6pm),467100,2178,363,Errol St (West),Errol23_T,-37.80454949,144.94921863,North Melbourne,3051
87,4. Night (6pm-12am),218560,2183,364,Errol St (West),Errol23_T,-37.80454949,144.94921863,North Melbourne,3051
107,1. Late Night (12am-6am),38611,2128,357,Flagstaff station (East),280Will_T,-37.81246271,144.95690188,Melbourne,3000
107,2. Morning (6am-12pm),351238,2148,358,Flagstaff station (East),280Will_T,-37.81246271,144.95690188,Melbourne,3000
107,3. Afternoon (12pm-6pm),604025,2148,358,Flagstaff station (East),280Will_T,-37.81246271,144.95690188,Melbourne,3000
107,4. Night (6pm-12am),320072,2148,358,Flagstaff station (East),280Will_T,-37.81246271,144.95690188,Melbourne,3000
108,1. Late Night (12am-6am),64849,2182,365,William St - Little Lonsdale St (West),261Will_T,-37.81295822,144.95678789,Melbourne,3000
108,2. Morning (6am-12pm),1330706,2190,365,William St - Little Lonsdale St (West),261Will_T,-37.81295822,144.95678789,Melbourne,3000
108,3. Afternoon (12pm-6pm),1252532,2190,365,William St - Little Lonsdale St (West),261Will_T,-37.81295822,144.95678789,Melbourne,3000
108,4. Night (6pm-12am),456285,2190,365,William St - Little Lonsdale St (West),261Will_T,-37.81295822,144.95678789,Melbourne,3000
109,1. Late Night (12am-6am),52298,2174,365,La Trobe St- William St (South),LatWill_T,-37.81193681,144.95621105,Melbourne,3000
109,2. Morning (6am-12pm),555351,2177,363,La Trobe St- William St (South),LatWill_T,-37.81193681,144.95621105,Melbourne,3000
109,3. Afternoon (12pm-6pm),759221,2173,363,La Trobe St- William St (South),LatWill_T,-37.81193681,144.95621105,Melbourne,3000
109,4. Night (6pm-12am),385460,2172,362,La Trobe St- William St (South),LatWill_T,-37.81193681,144.95621105,Melbourne,3000
117,1. Late Night (12am-6am),55248,2139,365,114 Flinders Street Car Park Footpath,Fli114F_T,-37.81629332,144.97090877,Melbourne,3000
117,2. Morning (6am-12pm),465416,2160,360,114 Flinders Street Car Park Footpath,Fli114F_T,-37.81629332,144.97090877,Melbourne,3000
117,3. Afternoon (12pm-6pm),870253,2160,360,114 Flinders Street Car Park Footpath,Fli114F_T,-37.81629332,144.97090877,Melbourne,3000
117,4. Night (6pm-12am),624412,2160,360,114 Flinders Street Car Park Footpath,Fli114F_T,-37.81629332,144.97090877,Melbourne,3000
118,1. Late Night (12am-6am),3234,932,343,114 Flinders Street Car Park Crossing,Fli114C_T,-37.81632783,144.97090512,Melbourne,3000
118,2. Morning (6am-12pm),52091,2116,360,114 Flinders Street Car Park Crossing,Fli114C_T,-37.81632783,144.97090512,Melbourne,3000
118,3. Afternoon (12pm-6pm),104251,2160,360,114 Flinders Street Car Park Crossing,Fli114C_T,-37.81632783,144.97090512,Melbourne,3000
118,4. Night (6pm-12am),57049,2147,360,114 Flinders Street Car Park Crossing,Fli114C_T,-37.81632783,144.97090512,Melbourne,3000
123,1. Late Night (12am-6am),722,194,121,Birrarung Marr East - Batman Ave Bridge Entry,BirBridge_T,-37.81753741,144.97329734,Melbourne,3000
123,2. Morning (6am-12pm),47969,2003,354,Birrarung Marr East - Batman Ave Bridge Entry,BirBridge_T,-37.81753741,144.97329734,Melbourne,3000
123,3. Afternoon (12pm-6pm),89633,2111,353,Birrarung Marr East - Batman Ave Bridge Entry,BirBridge_T,-37.81753741,144.97329734,Melbourne,3000
123,4. Night (6pm-12am),33488,1129,318,Birrarung Marr East - Batman Ave Bridge Entry,BirBridge_T,-37.81753741,144.97329734,Melbourne,3000
124,1. Late Night (12am-6am),11,8,6,Birrarung Marr East - Batman Ave Bridge Entry,BirBridge_T,-37.81757416,144.97329934,Melbourne,3000
124,2. Morning (6am-12pm),4376,520,106,Birrarung Marr East - Batman Ave Bridge Entry,BirBridge_T,-37.81757416,144.97329934,Melbourne,3000
124,3. Afternoon (12pm-6pm),7728,605,125,Birrarung Marr East - Batman Ave Bridge Entry,BirBridge_T,-37.81757416,144.97329934,Melbourne,3000
124,4. Night (6pm-12am),3464,275,102,Birrarung Marr East - Batman Ave Bridge Entry,BirBridge_T,-37.81757416,144.97329934,Melbourne,3000
130,1. Late Night (12am-6am),1142,525,198,I-Hub 892 Bourke Street,Bou892T,-37.8204637,144.94126826,Docklands,3008
130,2. Morning (6am-12pm),81655,2036,365,I-Hub 892 Bourke Street,Bou892T,-37.8204637,144.94126826,Docklands,3008
130,3. Afternoon (12pm-6pm),164053,2189,365,I-Hub 892 Bourke Street,Bou892T,-37.8204637,144.94126826,Docklands,3008
130,4. Night (6pm-12am),45264,1324,277,I-Hub 892 Bourke Street,Bou892T,-37.8204637,144.94126826,Docklands,3008
131,1. Late Night (12am-6am),122436,2178,365,I-Hub Corner of King Street and Flinders Street (2-6 King),King2_T,-37.82009057,144.95758725,Melbourne,3000
131,2. Morning (6am-12pm),307983,2178,363,I-Hub Corner of King Street and Flinders Street (2-6 King),King2_T,-37.82009057,144.95758725,Melbourne,3000
131,3. Afternoon (12pm-6pm),590686,2175,363,I-Hub Corner of King Street and Flinders Street (2-6 King),King2_T,-37.82009057,144.95758725,Melbourne,3000
131,4. Night (6pm-12am),377069,2180,365,I-Hub Corner of King Street and Flinders Street (2-6 King),King2_T,-37.82009057,144.95758725,Melbourne,3000
132,1. Late Night (12am-6am),65740,2174,364,I-Hub Corner of King Street and Latrobe Street (317-335 King),King335_T,-37.81267639,144.95386444,Melbourne,3000
132,2. Morning (6am-12pm),362668,2182,364,I-Hub Corner of King Street and Latrobe Street (317-335 King),King335_T,-37.81267639,144.95386444,Melbourne,3000
132,3. Afternoon (12pm-6pm),653467,2183,364,I-Hub Corner of King Street and Latrobe Street (317-335 King),King335_T,-37.81267639,144.95386444,Melbourne,3000
132,4. Night (6pm-12am),462567,2182,365,I-Hub Corner of King Street and Latrobe Street (317-335 King),King335_T,-37.81267639,144.95386444,Melbourne,3000
133,1. Late Night (12am-6am),132943,2160,361,I-Hub Southern Cross Station - Lonsdale Street Entrance - South,Spen229_T,-37.81531435,144.95227769,Docklands,3000
133,2. Morning (6am-12pm),1615130,2162,361,I-Hub Southern Cross Station - Lonsdale Street Entrance - South,Spen229_T,-37.81531435,144.95227769,Docklands,3000
133,3. Afternoon (12pm-6pm),2324684,2168,362,I-Hub Southern Cross Station - Lonsdale Street Entrance - South,Spen229_T,-37.81531435,144.95227769,Docklands,3000
133,4. Night (6pm-12am),1424256,2168,362,I-Hub Southern Cross Station - Lonsdale Street Entrance - South,Spen229_T,-37.81531435,144.95227769,Docklands,3000
134,1. Late Night (12am-6am),178978,2171,365,I-Hub Southern Cross Station - Bourke Street Entrance - North,Spen201_T,-37.81694221,144.95303935,Docklands,3008
134,2. Morning (6am-12pm),1143625,2160,360,I-Hub Southern Cross Station - Bourke Street Entrance - North,Spen201_T,-37.81694221,144.95303935,Docklands,3008
134,3. Afternoon (12pm-6pm),1843173,2171,365,I-Hub Southern Cross Station - Bourke Street Entrance - North,Spen201_T,-37.81694221,144.95303935,Docklands,3008
134,4. Night (6pm-12am),1273192,2188,365,I-Hub Southern Cross Station - Bourke Street Entrance - North,Spen201_T,-37.81694221,144.95303935,Docklands,3008
135,1. Late Night (12am-6am),109076,2184,365,I-Hub Southern Cross Station - Bourke Street Entrance - South,Spen161_T,-37.8172861,144.95319102,Melbourne,3000
135,2. Morning (6am-12pm),1146230,2190,365,I-Hub Southern Cross Station - Bourke Street Entrance - South,Spen161_T,-37.8172861,144.95319102,Melbourne,3000
135,3. Afternoon (12pm-6pm),2026603,2190,365,I-Hub Southern Cross Station - Bourke Street Entrance - South,Spen161_T,-37.8172861,144.95319102,Melbourne,3000
135,4. Night (6pm-12am),878171,2187,365,I-Hub Southern Cross Station - Bourke Street Entrance - South,Spen161_T,-37.8172861,144.95319102,Melbourne,3000
136,1. Late Night (12am-6am),3640,900,314,"COM Pole 1120 - Towards the City, Near Federation Square Bridge",BirFed1120_T,-37.8184141,144.97357915,Melbourne,3000
136,2. Morning (6am-12pm),391452,2138,360,"COM Pole 1120 - Towards the City, Near Federation Square Bridge",BirFed1120_T,-37.8184141,144.97357915,Melbourne,3000
136,3. Afternoon (12pm-6pm),620122,2155,360,"COM Pole 1120 - Towards the City, Near Federation Square Bridge",BirFed1120_T,-37.8184141,144.97357915,Melbourne,3000
136,4. Night (6pm-12am),272355,1999,359,"COM Pole 1120 - Towards the City, Near Federation Square Bridge",BirFed1120_T,-37.8184141,144.97357915,Melbourne,3000
137,1. Late Night (12am-6am),1461,635,307,"COM Pole 2353 - Towards the city, NAB Building",BouHbr2353_T,-37.81894815,144.94612292,Docklands,3008
137,2. Morning (6am-12pm),103150,2123,363,"COM Pole 2353 - Towards the city, NAB Building",BouHbr2353_T,-37.81894815,144.94612292,Docklands,3008
137,3. Afternoon (12pm-6pm),193370,2176,364,"COM Pole 2353 - Towards the city, NAB Building",BouHbr2353_T,-37.81894815,144.94612292,Docklands,3008
137,4. Night (6pm-12am),36023,2035,364,"COM Pole 2353 - Towards the city, NAB Building",BouHbr2353_T,-37.81894815,144.94612292,Docklands,3008
138,1. Late Night (12am-6am),327,215,130,"COM Pole 1671 - Enterprize Park, Queens Bridge",EntPark1671_T,-37.81996544,144.95981454,Melbourne,3000
138,2. Morning (6am-12pm),16016,1981,365,"COM Pole 1671 - Enterprize Park, Queens Bridge",EntPark1671_T,-37.81996544,144.95981454,Melbourne,3000
138,3. Afternoon (12pm-6pm),33312,2182,365,"COM Pole 1671 - Enterprize Park, Queens Bridge",EntPark1671_T,-37.81996544,144.95981454,Melbourne,3000
138,4. Night (6pm-12am),6718,914,253,"COM Pole 1671 - Enterprize Park, Queens Bridge",EntPark1671_T,-37.81996544,144.95981454,Melbourne,3000
139,1. Late Night (12am-6am),10393,1694,364,COM Pole 1647 - Sandridge Bridge Signal Box,Signal1647_T,-37.81959923,144.9632832,Melbourne,3000
139,2. Morning (6am-12pm),252551,2189,365,COM Pole 1647 - Sandridge Bridge Signal Box,Signal1647_T,-37.81959923,144.9632832,Melbourne,3000
139,3. Afternoon (12pm-6pm),308014,2190,365,COM Pole 1647 - Sandridge Bridge Signal Box,Signal1647_T,-37.81959923,144.9632832,Melbourne,3000
139,4. Night (6pm-12am),130750,2186,365,COM Pole 1647 - Sandridge Bridge Signal Box,Signal1647_T,-37.81959923,144.9632832,Melbourne,3000
140,1. Late Night (12am-6am),771,177,104,COM Pole 2837 - Boyd Park,Boyd2837_T,-37.82590962,144.96185972,Southbank,3006
140,2. Morning (6am-12pm),259307,2067,363,COM Pole 2837 - Boyd Park,Boyd2837_T,-37.82590962,144.96185972,Southbank,3006
140,3. Afternoon (12pm-6pm),378241,2162,361,COM Pole 2837 - Boyd Park,Boyd2837_T,-37.82590962,144.96185972,Southbank,3006
140,4. Night (6pm-12am),90567,814,291,COM Pole 2837 - Boyd Park,Boyd2837_T,-37.82590962,144.96185972,Southbank,3006
141,1. Late Night (12am-6am),75060,1582,365,Awning of Nationwide Parking 474 Flinders Street,474Fl_T,-37.81997273,144.95834911,Melbourne,3000
141,2. Morning (6am-12pm),326043,1775,365,Awning of Nationwide Parking 474 Flinders Street,474Fl_T,-37.81997273,144.95834911,Melbourne,3000
141,3. Afternoon (12pm-6pm),672257,2189,365,Awning of Nationwide Parking 474 Flinders Street,474Fl_T,-37.81997273,144.95834911,Melbourne,3000
141,4. Night (6pm-12am),429742,2164,363,Awning of Nationwide Parking 474 Flinders Street,474Fl_T,-37.81997273,144.95834911,Melbourne,3000
142,1. Late Night (12am-6am),9453,1006,345,COM Pole 1584 - Hammer Hall Entrance,Hammer1584_T,-37.81970749,144.96795734,Southbank,3006
142,2. Morning (6am-12pm),877748,2157,361,COM Pole 1584 - Hammer Hall Entrance,Hammer1584_T,-37.81970749,144.96795734,Southbank,3006
142,3. Afternoon (12pm-6pm),1843567,2158,361,COM Pole 1584 - Hammer Hall Entrance,Hammer1584_T,-37.81970749,144.96795734,Southbank,3006
142,4. Night (6pm-12am),829615,2081,360,COM Pole 1584 - Hammer Hall Entrance,Hammer1584_T,-37.81970749,144.96795734,Southbank,3006
143,1. Late Night (12am-6am),134527,2122,354,"Mounted on Toilet - Spencer Street, Batman Park",Spencer_T,-37.821728,144.95557015,Melbourne,3000
143,2. Morning (6am-12pm),653985,2129,356,"Mounted on Toilet - Spencer Street, Batman Park",Spencer_T,-37.821728,144.95557015,Melbourne,3000
143,3. Afternoon (12pm-6pm),1048718,2134,356,"Mounted on Toilet - Spencer Street, Batman Park",Spencer_T,-37.821728,144.95557015,Melbourne,3000
143,4. Night (6pm-12am),727540,2130,355,"Mounted on Toilet - Spencer Street, Batman Park",Spencer_T,-37.821728,144.95557015,Melbourne,3000
161,1. Late Night (12am-6am),6681,312,195,Birrarung Marr - COM - Pole 1109,BirArt1109_T,-37.81851276,144.97131336,Melbourne,3000
161,2. Morning (6am-12pm),497792,1755,300,Birrarung Marr - COM - Pole 1109,BirArt1109_T,-37.81851276,144.97131336,Melbourne,3000
161,3. Afternoon (12pm-6pm),840445,1806,301,Birrarung Marr - COM - Pole 1109,BirArt1109_T,-37.81851276,144.97131336,Melbourne,3000
161,4. Night (6pm-12am),398375,1410,300,Birrarung Marr - COM - Pole 1109,BirArt1109_T,-37.81851276,144.97131336,Melbourne,3000
162,1. Late Night (12am-6am),62062,1090,182,iHub 489 Elizabeth Street,Eli489_T,-37.80740397,144.95987909,Melbourne,3000
162,2. Morning (6am-12pm),535885,1092,182,iHub 489 Elizabeth Street,Eli489_T,-37.80740397,144.95987909,Melbourne,3000
162,3. Afternoon (12pm-6pm),1120486,1097,183,iHub 489 Elizabeth Street,Eli489_T,-37.80740397,144.95987909,Melbourne,3000
162,4. Night (6pm-12am),465553,1101,185,iHub 489 Elizabeth Street,Eli489_T,-37.80740397,144.95987909,Melbourne,3000
164,1. Late Night (12am-6am),13831,1049,180,I-Hub 526 La Trobe Street (Footpath),Lat526_T,-37.813005,144.95160411,West Melbourne,3003
164,2. Morning (6am-12pm),128455,1080,180,I-Hub 526 La Trobe Street (Footpath),Lat526_T,-37.813005,144.95160411,West Melbourne,3003
164,3. Afternoon (12pm-6pm),223419,1087,183,I-Hub 526 La Trobe Street (Footpath),Lat526_T,-37.813005,144.95160411,West Melbourne,3003
164,4. Night (6pm-12am),157144,1088,183,I-Hub 526 La Trobe Street (Footpath),Lat526_T,-37.813005,144.95160411,West Melbourne,3003
165,1. Late Night (12am-6am),6566,976,184,475 Spencer Street,Spen475_T,-37.80953359,144.94939004,West Melbourne,3003
165,2. Morning (6am-12pm),56551,1086,181,475 Spencer Street,Spen475_T,-37.80953359,144.94939004,West Melbourne,3003
165,3. Afternoon (12pm-6pm),97761,1086,181,475 Spencer Street,Spen475_T,-37.80953359,144.94939004,West Melbourne,3003
165,4. Night (6pm-12am),68957,1091,182,475 Spencer Street,Spen475_T,-37.80953359,144.94939004,West Melbourne,3003
166,1. Late Night (12am-6am),3073,870,186,484 Spencer Street,Spen484_T,-37.80896733,144.94931703,West Melbourne,3003
166,2. Morning (6am-12pm),63071,1114,186,484 Spencer Street,Spen484_T,-37.80896733,144.94931703,West Melbourne,3003
166,3. Afternoon (12pm-6pm),119364,1116,186,484 Spencer Street,Spen484_T,-37.80896733,144.94931703,West Melbourne,3003
166,4. Night (6pm-12am),67959,1117,187,484 Spencer Street,Spen484_T,-37.80896733,144.94931703,West Melbourne,3003
167,1. Late Night (12am-6am),6564,1018,180,I-Hub 526 La Trobe Street (Crossing),Lat526_T,-37.81304149,144.95155955,West Melbourne,3003
167,2. Morning (6am-12pm),80621,1080,180,I-Hub 526 La Trobe Street (Crossing),Lat526_T,-37.81304149,144.95155955,West Melbourne,3003
167,3. Afternoon (12pm-6pm),81846,1086,183,I-Hub 526 La Trobe Street (Crossing),Lat526_T,-37.81304149,144.95155955,West Melbourne,3003
167,4. Night (6pm-12am),78181,1088,183,I-Hub 526 La Trobe Street (Crossing),Lat526_T,-37.81304149,144.95155955,West Melbourne,3003
179,1. Late Night (12am-6am),3492,345,59,61-67 Power Street Southbank,Pow61_T,-37.82392385,144.96299677,Southbank,3006
179,2. Morning (6am-12pm),27766,354,59,61-67 Power Street Southbank,Pow61_T,-37.82392385,144.96299677,Southbank,3006
179,3. Afternoon (12pm-6pm),43996,354,59,61-67 Power Street Southbank,Pow61_T,-37.82392385,144.96299677,Southbank,3006
179,4. Night (6pm-12am),43435,357,60,61-67 Power Street Southbank,Pow61_T,-37.82392385,144.96299677,Southbank,3006
180,1. Late Night (12am-6am),176,50,20,"Pumping Station No.2, 330 Macaulay Road",Mac330_T,-37.79497059,144.93530329,Kensington,3031
180,2. Morning (6am-12pm),7945,123,21,"Pumping Station No.2, 330 Macaulay Road",Mac330_T,-37.79497059,144.93530329,Kensington,3031
180,3. Afternoon (12pm-6pm),10467,126,21,"Pumping Station No.2, 330 Macaulay Road",Mac330_T,-37.79497059,144.93530329,Kensington,3031
180,4. Night (6pm-12am),3935,122,21,"Pumping Station No.2, 330 Macaulay Road",Mac330_T,-37.79497059,144.93530329,Kensington,3031
